Product Title;Product Version;Product Artist;Product Barcode;Product Catalog Number;Product Label;Asset Title;Asset Version;Asset Artist;Asset ISRC;Asset Duration;Sale ID;Report ID;Report Name;Sale Unit Type;Sale Type;Sale Start date;Sale End date;Sale Store Name;Sale Country;Unit Count;Royalty;Currency;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872265170;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SE;1;0,02598896;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872265136;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BE;2;0,06654624;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872260296;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CA;97;2,58679968;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872260279;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IN;1;0,00545488;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;872260247;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;FR;1;0,015038;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872263917;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;US;1;0,03442672;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872263885;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PL;50;0,43113328;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872265061;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PH;25;0,15674952;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872265033;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;FR;1;0,03731072;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872263508;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ID;2;0,02369824;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872263497;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NZ;18;0,3616948;SEK;;;
Höga klackar;O2H remix;Mares;7,07125E+12;HYBR165REMIX;Hybris;Höga klackar;O2H remix;Mares;SEWGI1602401;208;872263430;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SE;1;0,02828792;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872263392;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CA;247;6,58699832;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872263389;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GR;1;0,0170156;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872263380;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BR;1;0,0157384;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;872263378;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NL;6;0,08435288;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872263352;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TH;5;0,08296856;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872263159;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;EE;2;0,02990296;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872263132;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IE;94;0,32872656;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872263055;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GB;1;0,0384396;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872263053;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CZ;1;0,0106296;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872265581;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PH;14;0,13772336;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872265542;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CR;3;0,03554736;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872265541;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SG;23;0,2990708;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872265498;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TW;26;0,0219596;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872265485;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SV;1;0,00121128;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872265472;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;LT;1;0,00088992;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872265438;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IT;2;0,03890104;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872265420;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PL;1;0,01268136;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872265416;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TW;16;0,127308;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872265412;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PH;1;0,00398816;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872265360;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CO;2;0,01299448;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872265356;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ID;10;0,16442096;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872265312;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SE;5070;33,40673984;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872265298;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SE;355;10,02629192;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872265277;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NL;9;0,04870664;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872265273;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;AU;249;4,2274496;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872265268;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;LT;5;0,05900664;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872265261;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;DO;1;0,00080752;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872263023;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NZ;1;0,0266152;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872262931;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TW;10;0,008446;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872262913;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CZ;32;0,3402296;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872269444;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;FI;37;1,37907936;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872262887;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SG;50;0,16712368;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872262884;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CY;32;0,93875024;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872262881;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;LV;11;0,11513752;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872269426;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IE;21;0,07344312;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872269422;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;HN;1;0,02132512;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872262855;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;DK;185;5,04674456;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872269414;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BE;89;1,86476968;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872269410;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;LU;1;0,04283976;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872269402;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TH;1;0,00725944;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872269395;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PT;1;0,01534288;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872269184;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ID;2;0,01605152;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872269179;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PL;3;0,03010896;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;872269168;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;DE;19;0,3493348;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872269157;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;AR;2;0,00215064;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;872269136;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;US;89;2,90561352;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872269128;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BG;1;0,00084048;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872269101;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;FI;843;2,85531656;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872265662;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;MY;1;0,01485672;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;872265611;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NL;21;0,39497616;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872263340;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;MX;1;0,01382672;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872263310;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PL;7;0,08877776;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872263297;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;AU;208;3,53135912;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872263282;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;US;23;0,75088648;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872263281;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;HK;6;0,00861904;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872263271;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;FR;123;1,8497152;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872263239;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;AT;1;0,02469528;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872263229;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;HK;1;0,01508744;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;872263200;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GR;2;0,02509904;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;872263176;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CO;3;0,0194876;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872263173;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;AR;16;0,01720512;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872269074;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NZ;32;0,46289848;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872269064;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ES;31;0,51925184;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872269050;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GR;1;0,01398328;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872269037;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SG;12;0,15603264;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;872269029;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IS;2;0,10042912;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872269016;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;JP;1;0,02560992;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872268980;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CH;11;0,27557032;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872268979;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;EE;37;0,5231988;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872268947;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TH;2;0,01846584;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872268943;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BR;9;0,20832368;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;872268902;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BR;17;0,3935012;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268897;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NZ;56;1,12527912;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;872268896;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ES;17;0,28474968;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872268889;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GB;60;0,46822976;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268847;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;FI;52;1,93816336;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872268829;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GT;1;0,00191168;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268812;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IS;1;0,02907072;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872268801;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TW;17;0,1352596;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872268755;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;MT;2;0,0246788;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268699;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;JP;115;0,27440848;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872268632;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ID;4;0,06577168;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872269393;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TH;4;0,029046;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872269370;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IE;48;1,1615104;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872262800;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;DK;43;0,91697192;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872262798;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;BE;2;0,03035616;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872269341;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;MX;11;0,01673544;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872269332;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NZ;5;0,02285776;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872269313;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;SE;6;0,40296072;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872262758;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IT;46;1,87553112;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872269287;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ES;23;0,812052;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;872269257;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;ID;1;0,00802576;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872269235;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TR;2;0,00866848;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872269230;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;HU;1;0,0129368;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872269229;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;IS;1;0,03478104;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872269226;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;HK;70;2,20663904;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872268578;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;DK;188;5,12858424;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872268513;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PT;6;0,16110024;SEK;;;
Nattens sista dans;;Mares;7,07125E+12;HYBR222;Hybris;Nattens sista dans;;Mares;SEWGI1700701;172;872268491;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;DE;106;3,91528544;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;872268472;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;EE;3;0,00149144;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;872268444;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;TR;12;0,00664144;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;872268415;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;JP;7;0,01670248;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;872268401;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;NZ;10;0,41177752;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268366;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CR;4;0,04739648;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268331;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;CA;57;0,61681344;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;872268139;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;PL;42;0,32861944;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;872268087;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;GB;9;0,26983528;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;872268055;131362;;Asset;Streaming;2019-03-01;2019-03-31;Spotify;MA;1;0,00021424;SEK;;;
