Product Title;Product Version;Product Artist;Product Barcode;Product Catalog Number;Product Label;Asset Title;Asset Version;Asset Artist;Asset ISRC;Asset Duration;Sale ID;Report ID;Report Name;Sale Unit Type;Sale Type;Sale Start date;Sale End date;Sale Store Name;Sale Country;Unit Count;Royalty;Currency;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849874614;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;7;0,013085011;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849874609;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FR;4;0,018230869;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849874599;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;JP;0;0,015020664;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849874584;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;GB;1;0,020857401;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849874577;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;CH;1;0,017843738;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849874572;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;6;0,016074849;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849874571;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;BE;1;0,026712005;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849874570;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;8;0,016813376;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849874569;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;10;0,02166144;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849874558;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;ES;1;0,018820498;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849874537;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;5;0,047015511;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849874533;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FI;7;0,041446787;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849872504;131062;;Asset;Streaming;2019-01-20;2019-01-21;YouTube Music;SE;1;0,072679285;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872496;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FI;3;0,038147243;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849872494;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;8;0,038629668;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872484;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FR;7;0,058260162;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872483;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;7;0,052512764;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872476;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FI;8;0,051131006;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872471;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;7;0,058093399;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872470;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;5;0,057456123;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872469;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;14;0,061940881;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849872468;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;4;0,077551173;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872466;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;5;0,088843472;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872460;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;2;0,072506564;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849872456;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;16;0,064245795;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872451;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;2;0,053793272;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872340;131062;;Asset;Streaming;2019-01-24;2019-01-25;YouTube Music;SE;1;0,072679285;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872330;131062;;Asset;Streaming;2019-01-16;2019-01-17;YouTube Music;SE;1;0,072679285;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872329;131062;;Asset;Streaming;2019-01-30;2019-01-31;YouTube Music;SE;1;0,198145303;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872318;131062;;Asset;Streaming;2019-01-14;2019-01-15;YouTube Music;US;3;0,164482817;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872304;131062;;Asset;Streaming;2019-01-24;2019-01-25;YouTube Music;SE;1;0,099933273;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872301;131062;;Asset;Streaming;2019-01-26;2019-01-27;YouTube Music;SE;1;0,110880132;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872300;131062;;Asset;Streaming;2019-01-23;2019-01-24;YouTube Music;SE;1;0,198145303;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872299;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;12;0,040636791;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872298;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FR;4;0,053209599;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872297;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NL;1;0,04121451;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872296;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;16;0,059933758;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872294;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;DE;2;0,04387082;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849872286;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;2;0,056401936;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872282;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;13;0,057902811;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849874724;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;1;0,030702426;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849874721;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;GB;2;0,020047404;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849874716;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NZ;0;0,021822249;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872279;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FI;10;0,06148228;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872278;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;GB;7;0,104870676;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872271;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;3;0,091624856;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872270;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;8;0,153958823;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872262;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;390;1,771157786;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872256;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;366;2,343640419;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872252;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;6;0,134965605;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872249;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;210;0,284773198;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872246;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;179;0,180313476;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872233;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;340;1,526735499;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872231;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;366;2,104798766;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872223;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;234;0,54216138;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872159;131062;;Asset;Streaming;2019-01-14;2019-01-15;YouTube Music;US;2;0,120611997;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872144;131062;;Asset;Streaming;2019-01-11;2019-01-12;YouTube Music;SE;2;0,199854632;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849872123;131062;;Asset;Streaming;2019-01-29;2019-01-30;YouTube Music;SE;1;0,099933273;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872106;131062;;Asset;Streaming;2019-01-20;2019-01-21;YouTube Music;SE;1;0,072679285;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872105;131062;;Asset;Streaming;2019-01-29;2019-01-30;YouTube Music;SE;1;0,072679285;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872103;131062;;Asset;Streaming;2019-01-06;2019-01-07;YouTube Music;SE;2;0,288221638;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872100;131062;;Asset;Streaming;2019-01-21;2019-01-22;YouTube Music;SE;1;0,198145303;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Allt vi har är tid;;Mares;SEWGI1801503;250;849872092;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;0;0,100499078;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849872084;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;19;0,094275212;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872082;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;73;0,348000543;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849876001;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FR;7;0,010279804;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849876000;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SK;1;0,010541861;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849875995;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;8;0,00972591;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849875968;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;5;0,010649067;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849875965;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;11;0,012566851;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849875957;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;1;0,013597214;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849875956;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;1;0,015014708;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875940;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;6;0,014466768;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849875937;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;IE;1;0,017414917;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849872447;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;9;0,116746648;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872432;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;56;0,114805039;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872429;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;85;0,659872876;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872427;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;272;0,886856424;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872423;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;234;0,97970223;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872422;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;195;0,201486537;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872416;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;62;0,569421323;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872414;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;218;0,961090187;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872405;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;368;1,470268047;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872403;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;368;1,98761734;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849875935;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;1;0,012501338;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875933;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;3;0,016152276;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849875932;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;3;0,015634116;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849875929;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;3;0,019088512;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875928;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;5;0,024079517;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849875903;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;2;0,020380932;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875882;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;BR;1;0,005133947;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875855;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;CO;1;0,004282259;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849875838;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;3;0,007546067;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849875821;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;DE;1;0,008540695;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875808;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;DK;1;0,009195839;SEK;;;
Epos No. 1;Short Edit;Mares;8,71886E+12;HYBR273;Hybris;Epos No. 1;Short Edit;Mares;SEWGI1801701;223;849875795;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;2;0,008076138;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849875783;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;3;0,009970099;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875782;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FR;3;0,006640777;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849875777;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FI;1;0,006950482;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Fri;;Mares;SEWGI1801502;263;849875759;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;0;0,008439445;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875756;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;GB;3;0,009303044;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849875531;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;US;2;0,014978972;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875530;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;5;0,017748445;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849875525;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;6;0,016193967;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875520;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;HU;1;0,013871184;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Epos No. 1;;Mares;SEWGI1801501;332;849875519;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;AU;1;0,01673595;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875517;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;NO;2;0,026241493;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849875516;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;FI;6;0,029904342;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849875487;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SG;1;0,006658645;SEK;;;
95;;Mares;7,07125E+12;HYBR250;Hybris;95;;Mares;SEWGI1704101;229;849872078;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;BE;2;0,046217426;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872063;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;181;0,114912245;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872062;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;243;0,966980526;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872060;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;206;0,645423975;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872055;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;190;0,316291577;SEK;;;
Cyklar ni så springer jag;;Mares;7,07125E+12;HYBR204;Hybris;Cyklar ni så springer jag;;Mares;SEWGI1605601;208;849872054;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;149;0,347690838;SEK;;;
Höga klackar;;Mares;7,07125E+12;HYBR165;Hybris;Höga klackar;;Mares;SEWGI1605001;181;849872052;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;80;0,256000468;SEK;;;
Allt du gör och att du finns;;Mares;7,07125E+12;HYBR7071245201470;Hybris;Allt du gör och att du finns;;Mares;SEWGI1509001;260;849872049;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;228;1,092518015;SEK;;;
Freddie;;Mares;7,07125E+12;HYBR7071245386337;Hybris;Freddie;;Mares;SEWGI1801901;172;849872045;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;SE;16;0,358327993;SEK;;;
Rock'n'Roll Will Never Die;;Mares;8,71886E+12;HYBR268;Hybris;Rock'n'Roll Will Never Die;;Mares;SEWGI1801504;251;849876037;131062;;Asset;Streaming;2019-01-01;2019-02-01;YouTube Content ID;DE;1;0,007992756;SEK;;;
